question_id,grounding_biomedclip,grounding_biomedclip_processed
1468,"[32.34112548828125, 32.902076721191406, 12.560916900634766, 12.560916900634766, 32.34112548828125, 12.560916900634766, 32.34112548828125, 32.34112548828125, 12.560916900634766, 32.902076721191406, 12.560916900634766, 12.560916900634766, 32.902076721191406, 14.964683532714844, 12.560916900634766, 32.34112548828125, 12.560916900634766, 12.560916900634766, 12.560916900634766, 33.94786071777344]","[32.34112548828125, 32.902076721191406, 12.560916900634766, 12.560916900634766, 32.34112548828125, 12.560916900634766, 32.34112548828125, 32.34112548828125, 12.560916900634766, 32.902076721191406, 12.560916900634766, 12.560916900634766, 32.902076721191406, 14.964683532714844, 12.560916900634766, 32.34112548828125, 12.560916900634766, 12.560916900634766, 12.560916900634766, 33.94786071777344]"
1471,"[28.517730712890625, 31.713817596435547, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 31.713817596435547, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 31.713817596435547]","[28.517730712890625, 31.713817596435547, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 31.713817596435547, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 28.517730712890625, 31.713817596435547]"
1477,"[27.231998443603516, 37.51067352294922, 34.262489318847656, 37.325164794921875, 30.484237670898438, 37.05860137939453, 38.034183502197266, 31.308284759521484, 32.33490753173828, 29.023195266723633, 37.325164794921875, 25.182804107666016, 36.799171447753906, 39.22660446166992, 36.799171447753906, 32.95317459106445, 32.8846435546875, 27.231998443603516, 35.001895904541016, 32.33490753173828]","[27.231998443603516, 37.51067352294922, 34.262489318847656, 37.325164794921875, 30.484237670898438, 37.05860137939453, 38.034183502197266, 31.308284759521484, 32.33490753173828, 29.023195266723633, 37.325164794921875, 25.182804107666016, 36.799171447753906, 39.22660446166992, 36.799171447753906, 32.95317459106445, 32.8846435546875, 27.231998443603516, 35.001895904541016, 32.33490753173828]"
1482,"[27.519214630126953, 30.49602508544922, 30.49602508544922, 30.49602508544922, 30.49602508544922, 31.713817596435547, 30.49602508544922, 30.49602508544922, 29.186954498291016, 30.49602508544922, 30.49602508544922, 26.623666763305664, 30.49602508544922, 31.713817596435547, 29.186954498291016, 26.623666763305664, 31.713817596435547, 31.713817596435547, 30.49602508544922, 31.713817596435547]","[27.519214630126953, 30.49602508544922, 30.49602508544922, 30.49602508544922, 30.49602508544922, 31.713817596435547, 30.49602508544922, 30.49602508544922, 29.186954498291016, 30.49602508544922, 30.49602508544922, 26.623666763305664, 30.49602508544922, 31.713817596435547, 29.186954498291016, 26.623666763305664, 31.713817596435547, 31.713817596435547, 30.49602508544922, 31.713817596435547]"
1483,"[23.615982055664062, 20.714481353759766, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 21.62213897705078, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 21.708877563476562, 23.615982055664062, 23.615982055664062, 23.615982055664062]","[23.615982055664062, 20.714481353759766, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 21.62213897705078, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 23.615982055664062, 21.708877563476562, 23.615982055664062, 23.615982055664062, 23.615982055664062]"
1484,"[22.633699417114258, 24.6505126953125, 21.99658966064453, 21.979026794433594, 20.358871459960938, 21.99658966064453, 20.358871459960938, 21.59591293334961, 21.231721878051758, 21.99658966064453, 21.99658966064453, 21.109201431274414, 21.519649505615234, 21.99658966064453, 21.59591293334961, 21.979026794433594, 21.99658966064453, 25.71674346923828, 21.231721878051758, 21.99658966064453]","[22.633699417114258, 24.6505126953125, 21.99658966064453, 21.979026794433594, 20.358871459960938, 21.99658966064453, 20.358871459960938, 21.59591293334961, 21.231721878051758, 21.99658966064453, 21.99658966064453, 21.109201431274414, 21.519649505615234, 21.99658966064453, 21.59591293334961, 21.979026794433594, 21.99658966064453, 25.71674346923828, 21.231721878051758, 21.99658966064453]"
1486,"[33.38812255859375, 33.38812255859375, 33.38812255859375, 14.85466194152832, 14.85466194152832, 33.38812255859375, 33.38812255859375, 14.85466194152832, 14.85466194152832, 14.85466194152832, 14.85466194152832, 33.38812255859375, 14.85466194152832, 14.85466194152832, 32.57939147949219, 14.85466194152832, 33.38812255859375, 14.85466194152832, 14.85466194152832, 33.38812255859375]","[33.38812255859375, 33.38812255859375, 33.38812255859375, 14.85466194152832, 14.85466194152832, 33.38812255859375, 33.38812255859375, 14.85466194152832, 14.85466194152832, 14.85466194152832, 14.85466194152832, 33.38812255859375, 14.85466194152832, 14.85466194152832, 32.57939147949219, 14.85466194152832, 33.38812255859375, 14.85466194152832, 14.85466194152832, 33.38812255859375]"
1490,"[29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 26.908649444580078, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004]","[29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 26.908649444580078, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004, 29.31711769104004]"
1497,"[32.089271545410156, 31.76931381225586, 28.311458587646484, 31.76931381225586, 28.311458587646484, 28.248167037963867, 27.753925323486328, 28.311458587646484, 27.753925323486328, 31.76931381225586, 32.42676544189453, 32.42676544189453, 28.248167037963867, 28.311458587646484, 31.76931381225586, 32.73545837402344, 32.42676544189453, 31.76931381225586, 28.311458587646484, 32.42676544189453]","[32.089271545410156, 31.76931381225586, 28.311458587646484, 31.76931381225586, 28.311458587646484, 28.248167037963867, 27.753925323486328, 28.311458587646484, 27.753925323486328, 31.76931381225586, 32.42676544189453, 32.42676544189453, 28.248167037963867, 28.311458587646484, 31.76931381225586, 32.73545837402344, 32.42676544189453, 31.76931381225586, 28.311458587646484, 32.42676544189453]"
1498,"[32.42676544189453, 31.336271286010742, 29.104625701904297, 32.42676544189453, 29.104625701904297, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 32.42676544189453, 32.42676544189453, 32.42676544189453, 31.336271286010742, 31.336271286010742, 32.42676544189453, 31.336271286010742, 31.76931381225586, 32.42676544189453]","[32.42676544189453, 31.336271286010742, 29.104625701904297, 32.42676544189453, 29.104625701904297, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 31.336271286010742, 32.42676544189453, 32.42676544189453, 32.42676544189453, 31.336271286010742, 31.336271286010742, 32.42676544189453, 31.336271286010742, 31.76931381225586, 32.42676544189453]"
1499,"[26.87677001953125, 26.87677001953125, 26.87677001953125, 27.01169776916504, 26.87677001953125, 27.01169776916504, 26.908649444580078, 26.87677001953125, 26.908649444580078, 26.87677001953125, 26.87677001953125, 26.908649444580078, 26.87677001953125, 26.87677001953125, 27.01169776916504, 26.87677001953125, 26.87677001953125, 26.87677001953125, 26.87677001953125, 26.87677001953125]","[26.87677001953125, 26.87677001953125, 26.87677001953125, 27.01169776916504, 26.87677001953125, 27.01169776916504, 26.908649444580078, 26.87677001953125, 26.908649444580078, 26.87677001953125, 26.87677001953125, 26.908649444580078, 26.87677001953125, 26.87677001953125, 27.01169776916504, 26.87677001953125, 26.87677001953125, 26.87677001953125, 26.87677001953125, 26.87677001953125]"
1500,"[21.485877990722656, 22.64620590209961, 25.643218994140625, 22.64620590209961, 21.485877990722656, 21.485877990722656, 22.64620590209961, 25.643218994140625, 22.64620590209961, 22.603334426879883, 21.485877990722656, 22.64620590209961, 21.485877990722656, 22.603334426879883, 22.64620590209961, 22.64620590209961, 21.485877990722656, 22.603334426879883, 22.64620590209961, 22.64620590209961]","[21.485877990722656, 22.64620590209961, 25.643218994140625, 22.64620590209961, 21.485877990722656, 21.485877990722656, 22.64620590209961, 25.643218994140625, 22.64620590209961, 22.603334426879883, 21.485877990722656, 22.64620590209961, 21.485877990722656, 22.603334426879883, 22.64620590209961, 22.64620590209961, 21.485877990722656, 22.603334426879883, 22.64620590209961, 22.64620590209961]"
1501,"[33.03635787963867, 32.14665222167969, 32.14665222167969, 10.71347713470459, 32.14665222167969, 10.71347713470459, 32.14665222167969, 10.71347713470459, 10.71347713470459, 32.14665222167969, 10.71347713470459, 10.71347713470459, 32.14665222167969, 32.14665222167969, 32.51203155517578, 10.71347713470459, 10.71347713470459, 32.14665222167969, 32.14665222167969, 10.71347713470459]","[33.03635787963867, 32.14665222167969, 32.14665222167969, 10.71347713470459, 32.14665222167969, 10.71347713470459, 32.14665222167969, 10.71347713470459, 10.71347713470459, 32.14665222167969, 10.71347713470459, 10.71347713470459, 32.14665222167969, 32.14665222167969, 32.51203155517578, 10.71347713470459, 10.71347713470459, 32.14665222167969, 32.14665222167969, 10.71347713470459]"
1503,"[30.387516021728516, 30.387516021728516, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 28.678573608398438, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516]","[30.387516021728516, 30.387516021728516, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 28.678573608398438, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516, 28.678573608398438, 30.387516021728516, 30.387516021728516, 30.387516021728516, 30.387516021728516]"
1508,"[26.63243293762207, 30.065526962280273, 27.125247955322266, 28.678573608398438, 30.17740249633789, 28.678573608398438, 28.678573608398438, 30.065526962280273, 30.065526962280273, 30.065526962280273, 30.065526962280273, 28.678573608398438, 30.065526962280273, 21.05389976501465, 26.719154357910156, 29.175769805908203, 27.469200134277344, 26.719154357910156, 25.717357635498047, 28.678573608398438]","[26.63243293762207, 30.065526962280273, 27.125247955322266, 28.678573608398438, 30.17740249633789, 28.678573608398438, 28.678573608398438, 30.065526962280273, 30.065526962280273, 30.065526962280273, 30.065526962280273, 28.678573608398438, 30.065526962280273, 21.05389976501465, 26.719154357910156, 29.175769805908203, 27.469200134277344, 26.719154357910156, 25.717357635498047, 28.678573608398438]"
1509,"[30.17740249633789, 27.84161376953125, 28.678573608398438, 27.84161376953125, 27.907262802124023, 27.84161376953125, 28.678573608398438, 27.84161376953125, 27.84161376953125, 28.678573608398438, 27.84161376953125, 30.17740249633789, 27.84161376953125, 27.84161376953125, 27.84161376953125, 30.17740249633789, 27.907262802124023, 27.84161376953125, 30.17740249633789, 27.84161376953125]","[30.17740249633789, 27.84161376953125, 28.678573608398438, 27.84161376953125, 27.907262802124023, 27.84161376953125, 28.678573608398438, 27.84161376953125, 27.84161376953125, 28.678573608398438, 27.84161376953125, 30.17740249633789, 27.84161376953125, 27.84161376953125, 27.84161376953125, 30.17740249633789, 27.907262802124023, 27.84161376953125, 30.17740249633789, 27.84161376953125]"
1510,"[20.928016662597656, 20.928016662597656, 18.95436668395996, 20.928016662597656, 20.928016662597656, 18.27922821044922, 18.95436668395996, 20.928016662597656, 18.95436668395996, 18.27922821044922, 18.27922821044922, 20.928016662597656, 20.928016662597656, 18.27922821044922, 18.27922821044922, 20.928016662597656, 24.69369125366211, 20.928016662597656, 18.95436668395996, 20.928016662597656]","[20.928016662597656, 20.928016662597656, 18.95436668395996, 20.928016662597656, 20.928016662597656, 18.27922821044922, 18.95436668395996, 20.928016662597656, 18.95436668395996, 18.27922821044922, 18.27922821044922, 20.928016662597656, 20.928016662597656, 18.27922821044922, 18.27922821044922, 20.928016662597656, 24.69369125366211, 20.928016662597656, 18.95436668395996, 20.928016662597656]"
1511,"[10.72258186340332, 32.43145751953125, 10.72258186340332, 32.61331558227539, 32.61331558227539, 10.72258186340332, 32.61331558227539, 32.61331558227539, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 32.61331558227539, 10.72258186340332, 10.72258186340332, 32.61331558227539]","[10.72258186340332, 32.43145751953125, 10.72258186340332, 32.61331558227539, 32.61331558227539, 10.72258186340332, 32.61331558227539, 32.61331558227539, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 10.72258186340332, 32.61331558227539, 10.72258186340332, 10.72258186340332, 32.61331558227539]"
1514,"[27.777454376220703, 31.475818634033203, 27.777454376220703, 29.176464080810547, 27.777454376220703, 27.777454376220703, 27.777454376220703, 27.777454376220703, 27.494964599609375, 31.475818634033203, 27.777454376220703, 29.176464080810547, 27.777454376220703, 27.494964599609375, 27.494964599609375, 27.777454376220703, 27.494964599609375, 27.777454376220703, 29.176464080810547, 27.777454376220703]","[27.777454376220703, 31.475818634033203, 27.777454376220703, 29.176464080810547, 27.777454376220703, 27.777454376220703, 27.777454376220703, 27.777454376220703, 27.494964599609375, 31.475818634033203, 27.777454376220703, 29.176464080810547, 27.777454376220703, 27.494964599609375, 27.494964599609375, 27.777454376220703, 27.494964599609375, 27.777454376220703, 29.176464080810547, 27.777454376220703]"
